X(cm)	Y(cm)	Z (cm)	Field_X(x,y,z)	Field_Y(x,y,z)	Field_Z(x,y,z)	Field_Strength(x,y,z)
12	34 	21	0.000726923	-0.031401	0.0143767	0.0345433
13	34 	21	0.000614867	-0.0337964	0.0140701	0.0366134
14	34 	21	0.000494229	-0.0358492	0.0135502	0.0383278
15	34 	21	0.000363192	-0.0375702	0.0130431	0.0397715
16	34 	21	0.000224736	-0.0389461	0.0125703	0.0409251
17	34 	21	8.36158e-05	-0.0399614	0.012496	0.0418697
18	34 	21	-3.92887e-05	-0.0406377	0.012867	0.042626
19	34 	21	-0.000153627	-0.0409297	0.0138086	0.0431966
20	34 	21	-0.000276147	-0.0408833	0.0152489	0.0436354
21	34 	21	-0.000390891	-0.0405297	0.016506	0.0437636
22	34 	21	-0.000498804	-0.0398144	0.0173898	0.0434493
23	34 	21	-0.000629698	-0.0387279	0.0172559	0.042403
24	34 	21	-0.000763967	-0.0371812	0.0152998	0.0402132
25	34 	21	-0.000889486	-0.0352216	0.0111818	0.0369647
26	34 	21	-0.00100764	-0.0328907	0.00483185	0.033259
27	34 	21	-0.00112095	-0.0301353	-0.00259116	0.0302673
28	34 	21	-0.00124601	-0.0270056	-0.00902347	0.0285005
29	34 	21	-0.0013918	-0.0235464	-0.0120406	0.0264829
30	34 	21	-0.00149613	-0.0198166	-0.00907793	0.0218482
31	34 	21	-0.00150674	-0.0159512	-0.00136622	0.0160803
32	34 	21	-0.00146483	-0.0120374	0.00534363	0.0132514
33	34 	21	-0.00221073	-0.00815701	0.0061968	0.0104797
34	34 	21	-0.00511024	-0.00421973	0.0124155	0.0140735
35	34 	21	-0.00396769	-0.000114573	-6.16381e-05	0.00396982
36	34 	21	0.0120449	0.00203176	-0.00476978	0.0131133
37	34 	21	-0.00332499	-0.00164317	0.000711429	0.00377646
38	34 	21	0.00175413	0.000656433	-0.000223229	0.00188619
39	34 	21	0	-0.000240169	0.00139871	0.00141918
0	35 	21	0	0	0	0
1	35 	21	-0.00292873	0.000404293	-0.00044094	0.0029892
2	35 	21	0.00102215	0.000806658	-0.000270616	0.00132993
3	35 	21	-0.00670969	0.000177612	3.02848e-05	0.00671211
4	35 	21	-0.00145715	0.00647867	-0.000941201	0.00670688
5	35 	21	-0.00381762	0.0107555	0.000114734	0.0114135
6	35 	21	-0.00295159	0.0175663	0.00101528	0.0178415
7	35 	21	-0.00230814	0.0228964	0.000643576	0.0230215
8	35 	21	-0.00220643	0.0271925	-0.000475161	0.027286
9	35 	21	-0.00205764	0.0313026	-0.00171456	0.0314169
10	35 	21	-0.0018866	0.0351813	-0.00316817	0.035374
11	35 	21	-0.00172978	0.0387328	-0.00510392	0.0391059
12	35 	21	-0.00156256	0.0419356	-0.00738195	0.042609
13	35 	21	-0.00137506	0.0447339	-0.0101671	0.0458954
14	35 	21	-0.00116765	0.0471021	-0.0134132	0.0489887
15	35 	21	-0.000954456	0.0489989	-0.0169435	0.0518545
16	35 	21	-0.000752857	0.050397	-0.0207181	0.0544946
17	35 	21	-0.000573487	0.0512495	-0.024383	0.0567571
18	35 	21	-0.000404973	0.0515133	-0.0277226	0.0585007
19	35 	21	-0.000218938	0.0512539	-0.0303053	0.0595434
20	35 	21	-2.64302e-05	0.0504459	-0.0315788	0.0595148
21	35 	21	0.000143069	0.0490599	-0.031363	0.0582283
22	35 	21	0.000292818	0.0471672	-0.0292604	0.0555068
23	35 	21	0.000441251	0.0447893	-0.0253792	0.0514818
24	35 	21	0.000618417	0.0419797	-0.0200809	0.0465395
25	35 	21	0.000816595	0.0387516	-0.0137367	0.0411223
26	35 	21	0.00100901	0.0351529	-0.00729968	0.035917
27	35 	21	0.00118914	0.0312657	-0.00167907	0.0313334
28	35 	21	0.00135355	0.0270928	0.00230347	0.0272242
29	35 	21	0.00150913	0.0226703	0.00392962	0.0230578
30	35 	21	0.00167496	0.0180284	0.00371422	0.0184831
31	35 	21	0.00181231	0.0131783	0.00252658	0.0135402
32	35 	21	0.00178737	0.00819008	0.00151155	0.00851804
33	35 	21	0.00102013	0.00322398	0.000953035	0.00351326
34	35 	21	-0.00141182	-0.000657102	0.000645123	0.00168559
35	35 	21	-0.00210358	-0.000674363	-0.000316982	0.00223165
36	35 	21	0.00959888	0.00235073	-0.00382513	0.010597
37	35 	21	-0.00202862	-0.00216735	0.000467231	0.00300517
38	35 	21	0.00134241	0.000563265	-1.54507e-05	0.00145588
39	35 	21	0	-0.000119172	0.00132987	0.00133519
0	36 	21	0	0	0	0
1	36 	21	-0.00287223	0.000538689	-0.00047798	0.00296115
2	36 	21	0.00035232	0.000866073	-0.000270711	0.000973394
3	36 	21	-0.000384777	0.00049558	-0.000439914	0.000766275
4	36 	21	0.00268638	0.00152719	-0.00288487	0.00422746
5	36 	21	0.00277412	-0.000771052	-0.00615086	0.00679142
6	36 	21	0.00219034	-0.00390688	-0.00766055	0.00887386
7	36 	21	0.00183339	-0.00682746	-0.00670107	0.00974062
8	36 	21	0.00168377	-0.00948317	-0.00472893	0.0107298
9	36 	21	0.00157107	-0.0119329	-0.00232248	0.0122579
10	36 	21	0.00149118	-0.0141513	0.000498175	0.0142383
11	36 	21	0.00141584	-0.0161452	0.00350493	0.0165818
12	36 	21	0.00133904	-0.0178842	0.0066737	0.0191357
13	36 	21	0.00125765	-0.0193607	0.00980382	0.0217378
14	36 	21	0.00117791	-0.0205645	0.0127109	0.0242045
15	36 	21	0.00110206	-0.0214821	0.0152884	0.02639
16	36 	21	0.00102863	-0.0220843	0.0173099	0.0280785
17	36 	21	0.0009452	-0.0223967	0.0187286	0.0292107
18	36 	21	0.00083854	-0.0224764	0.019366	0.0296805
19	36 	21	0.00072946	-0.022287	0.0191152	0.0293706
20	36 	21	0.000614557	-0.0218345	0.0181315	0.028388
21	36 	21	0.00046901	-0.0211507	0.0164929	0.0268251
22	36 	21	0.000304275	-0.0202384	0.0144122	0.0248475
23	36 	21	0.000134337	-0.0191511	0.0119828	0.0225913
24	36 	21	-3.50707e-05	-0.0178928	0.00944419	0.0202323
25	36 	21	-0.000213948	-0.0164608	0.00719242	0.0179649
26	36 	21	-0.000403521	-0.0148615	0.00526084	0.0157703
27	36 	21	-0.000579919	-0.0131133	0.00371208	0.0136409
28	36 	21	-0.000730446	-0.0112533	0.00269747	0.0115951
29	36 	21	-0.000851224	-0.00927248	0.00199518	0.00952283
30	36 	21	-0.000944211	-0.00717992	0.00149354	0.00739415
31	36 	21	-0.00103236	-0.00498382	0.0010941	0.00520589
32	36 	21	-0.0010878	-0.00266326	0.000764648	0.00297674
33	36 	21	-0.000696901	-0.000263041	0.000448173	0.000869322
34	36 	21	0.000579997	0.00183703	1.07879e-05	0.00192645
35	36 	21	0.00188735	0.00282136	-0.000566088	0.00344131
36	36 	21	0.00584733	0.00263456	-0.001683	0.00663059
37	36 	21	-0.000127928	-0.00100083	0.000133318	0.00101774
38	36 	21	0.00104884	0.000356811	0.000243531	0.00113433
39	36 	21	0	9.2459e-06	0.00125065	0.00125069
0	37 	21	0	0	0	0
1	37 	21	-0.00288598	0.000520226	-0.000483979	0.00297216
2	37 	21	-5.18604e-05	0.000335524	-0.000107536	0.000356132
3	37 	21	0.000984172	-0.00111717	0.000858056	0.00171841
4	37 	21	0.000978412	-0.00278618	0.00239649	0.00380306
5	37 	21	0.00019219	-0.00386346	0.00361825	0.00529669
6	37 	21	-0.000332934	-0.00378839	0.00357994	0.00522291
7	37 	21	-0.000547757	-0.00308876	0.00282806	0.00422356
8	37 	21	-0.000661907	-0.00229132	0.00191328	0.0030576
9	37 	21	-0.000771479	-0.00156477	0.000986715	0.00200432
10	37 	21	-0.000864271	-0.000904617	0.000140594	0.00125899
11	37 	21	-0.000941045	-0.000322771	-0.000655499	0.0011914
12	37 	21	-0.000999551	0.000191589	-0.00134193	0.00168422
13	37 	21	-0.00104455	0.000646039	-0.00189815	0.00226085
14	37 	21	-0.00107859	0.00103655	-0.00232784	0.00276706
15	37 	21	-0.00110191	0.00136104	-0.00260072	0.00313534
16	37 	21	-0.00110611	0.00164883	-0.00277054	0.00340852
17	37 	21	-0.00109207	0.00190355	-0.00278499	0.00354575
18	37 	21	-0.00107585	0.00209552	-0.00264341	0.00354066
19	37 	21	-0.00105027	0.00225032	-0.0024409	0.00348209
20	37 	21	-0.00101579	0.00238925	-0.0021909	0.00339712
21	37 	21	-0.000979976	0.00251916	-0.00194225	0.00332849
22	37 	21	-0.000931273	0.00264535	-0.00170714	0.00328321
23	37 	21	-0.000874752	0.00274906	-0.00151577	0.00325885
24	37 	21	-0.000820941	0.0028596	-0.00135667	0.00326983
25	37 	21	-0.000773021	0.00300365	-0.0011759	0.00331696
26	37 	21	-0.000727593	0.00317395	-0.00106055	0.00342464
27	37 	21	-0.000678659	0.00336017	-0.0010529	0.00358607
28	37 	21	-0.000634571	0.00356757	-0.00101523	0.0037631
29	37 	21	-0.00060153	0.00381426	-0.000960999	0.00397919
30	37 	21	-0.000579776	0.00408683	-0.000930933	0.00423142
31	37 	21	-0.000569788	0.00438397	-0.000892857	0.00451011
32	37 	21	-0.000549107	0.00471674	-0.000833471	0.00482118
33	37 	21	-0.0004258	0.00505596	-0.000774963	0.0051327
34	37 	21	-0.000103594	0.00520886	-0.000658727	0.00525137
35	37 	21	0.000523576	0.00476509	-0.00044514	0.00481439
36	37 	21	0.00177954	0.00334812	-0.00029752	0.00380332
37	37 	21	0.000638222	0.000858009	0.000253287	0.00109894
38	37 	21	0.000951538	0.000359762	0.000561628	0.00116202
39	37 	21	0	6.05424e-05	0.00122846	0.00122995
0	38 	21	0	0	0	0
1	38 	21	-0.00342474	0.000325513	-0.00054492	0.00348306
2	38 	21	-0.00186198	0.000940803	-0.000500987	0.00214548
3	38 	21	-0.00117631	0.00162041	-0.000611921	0.00209377
4	38 	21	-0.000638642	0.00248823	-0.00084326	0.00270374
5	38 	21	-0.000194231	0.00314655	-0.000923835	0.00328512
6	38 	21	4.40404e-05	0.00344792	-0.000832239	0.00354721
7	38 	21	0.000119461	0.00354114	-0.000681418	0.00360808
8	38 	21	0.000132401	0.00357509	-0.000537149	0.00361764
9	38 	21	0.000139897	0.00360784	-0.000436136	0.0036368
10	38 	21	0.000146939	0.00364061	-0.000352887	0.00366062
11	38 	21	0.000151507	0.00366047	-0.000303479	0.00367615
12	38 	21	0.000156791	0.00366341	-0.000284728	0.0036778
13	38 	21	0.000163333	0.00365193	-0.000284801	0.00366666
14	38 	21	0.000168738	0.0036218	-0.000303354	0.00363839
15	38 	21	0.000169023	0.0035625	-0.000313644	0.00358027
16	38 	21	0.000169045	0.00347945	-0.000340492	0.00350015
17	38 	21	0.000171601	0.00337177	-0.000379357	0.00339738
18	38 	21	0.000170573	0.00322126	-0.000393761	0.00324972
19	38 	21	0.000171779	0.00303126	-0.000395267	0.00306174
20	38 	21	0.000173604	0.00280667	-0.000379341	0.0028375
21	38 	21	0.000172916	0.0025453	-0.000354579	0.00257569
22	38 	21	0.00017871	0.00224008	-0.000316423	0.00226937
23	38 	21	0.000186604	0.00187895	-0.000246396	0.0019042
24	38 	21	0.000192761	0.00147601	-0.000164612	0.00149761
25	38 	21	0.000202829	0.00103746	-7.40969e-05	0.00105969
26	38 	21	0.000218439	0.000550974	3.31863e-05	0.000593624
27	38 	21	0.000236614	1.30579e-05	0.000131153	0.000270847
28	38 	21	0.000252435	-0.000568209	0.000243147	0.000667612
29	38 	21	0.000268319	-0.00118948	0.000366731	0.00127332
30	38 	21	0.000286644	-0.00186086	0.000481951	0.00194351
31	38 	21	0.000306266	-0.00257534	0.000611604	0.00266463
32	38 	21	0.000324098	-0.00332231	0.000749454	0.00342118
33	38 	21	0.0002243	-0.00409444	0.000887865	0.0041956
34	38 	21	-0.000167111	-0.00469445	0.00103207	0.00480947
35	38 	21	-0.000702584	-0.0046447	0.00110749	0.00482632
36	38 	21	-0.00068046	-0.00358685	0.0010592	0.00380138
37	38 	21	1.73883e-07	-0.00197965	0.000987908	0.00221246
38	38 	21	0.000803624	-0.000622878	0.0010332	0.00144959
39	38 	21	0	-0.000173764	0.00133974	0.00135097
0	39 	21	0	0	0	0
1	39 	21	-0.00298278	0	-0.000738421	0.00307282
2	39 	21	-0.00125931	0	-0.00076832	0.00147519
3	39 	21	-0.000333975	0	-0.000888342	0.000949047
4	39 	21	1.22044e-05	0	-0.000987262	0.000987338
5	39 	21	6.75703e-05	0	-0.00102251	0.00102474
6	39 	21	2.40133e-05	0	-0.00100267	0.00100296
7	39 	21	-3.13979e-05	0	-0.000947551	0.000948071
8	39 	21	-8.22465e-05	0	-0.0008514	0.000855363
9	39 	21	-0.000130932	0	-0.000735406	0.00074697
10	39 	21	-0.000176511	0	-0.000593986	0.000619657
11	39 	21	-0.000221558	0	-0.000431308	0.000484886
12	39 	21	-0.000265121	0	-0.000255996	0.000368542
13	39 	21	-0.000305062	0	-7.04734e-05	0.000313096
14	39 	21	-0.000340934	0	0.000111871	0.000358819
15	39 	21	-0.000374991	0	0.000302837	0.000482004
16	39 	21	-0.000405583	0	0.000497717	0.000642044
17	39 	21	-0.000432708	0	0.000677678	0.000804042
18	39 	21	-0.000458705	0	0.000847633	0.00096379
19	39 	21	-0.000478252	0	0.0010005	0.00110893
20	39 	21	-0.000494548	0	0.00113697	0.00123987
21	39 	21	-0.000511684	0	0.00125177	0.00135231
22	39 	21	-0.000523891	0	0.00134065	0.00143938
23	39 	21	-0.000533201	0	0.0014214	0.00151811
24	39 	21	-0.000541495	0	0.00147559	0.0015718
25	39 	21	-0.00054441	0	0.00149612	0.00159209
26	39 	21	-0.000542932	0	0.00151651	0.00161077
27	39 	21	-0.000540194	0	0.00152447	0.00161735
28	39 	21	-0.00053564	0	0.00150953	0.00160175
29	39 	21	-0.000525143	0	0.00147993	0.00157034
30	39 	21	-0.000509206	0	0.00143952	0.00152693
31	39 	21	-0.000490502	0	0.00140181	0.00148515
32	39 	21	-0.000463527	0	0.00135925	0.00143611
33	39 	21	-0.00036517	0	0.00131504	0.0013648
34	39 	21	-8.1803e-05	0	0.00128644	0.00128903
35	39 	21	0.000427917	0	0.0012681	0.00133835
36	39 	21	0.001016	0	0.00128552	0.00163854
37	39 	21	0.001416	0	0.00133619	0.00194691
38	39 	21	0.00135672	0	0.00141757	0.00196219
39	39 	21	0	0	0.00153978	0.00153978
0	0 	22	0	0	0	0
1	0 	22	0	0	0	0
2	0 	22	0	0	0	0
3	0 	22	0	0	0	0
4	0 	22	0	0	0	0
5	0 	22	0	0	0	0
6	0 	22	0	0	0	0
7	0 	22	0	0	0	0
8	0 	22	0	0	0	0
9	0 	22	0	0	0	0
10	0 	22	0	0	0	0
11	0 	22	0	0	0	0
12	0 	22	0	0	0	0
13	0 	22	0	0	0	0
14	0 	22	0	0	0	0
15	0 	22	0	0	0	0
16	0 	22	0	0	0	0
17	0 	22	0	0	0	0
18	0 	22	0	0	0	0
19	0 	22	0	0	0	0
20	0 	22	0	0	0	0
21	0 	22	0	0	0	0
22	0 	22	0	0	0	0
23	0 	22	0	0	0	0
24	0 	22	0	0	0	0
25	0 	22	0	0	0	0
26	0 	22	0	0	0	0
27	0 	22	0	0	0	0
28	0 	22	0	0	0	0
29	0 	22	0	0	0	0
30	0 	22	0	0	0	0
31	0 	22	0	0	0	0
32	0 	22	0	0	0	0
33	0 	22	0	0	0	0
34	0 	22	0	0	0	0
35	0 	22	0	0	0	0
36	0 	22	0	0	0	0
37	0 	22	0	0	0	0
38	0 	22	0	0	0	0
39	0 	22	0	0	0	0
0	1 	22	0	0	0	0
1	1 	22	-2.7669e-05	0.00021159	0.000109284	0.000239747
2	1 	22	8.77635e-05	0.00142104	0.000127946	0.00142949
3	1 	22	0.000108545	0.0017994	6.87823e-05	0.00180398
4	1 	22	8.34314e-05	0.00193373	-3.67011e-05	0.00193588
5	1 	22	4.27154e-05	0.00191928	-0.000119403	0.00192347
6	1 	22	1.00419e-05	0.00180396	-0.000152792	0.00181045
7	1 	22	5.05484e-06	0.00163326	-0.00016757	0.00164184
8	1 	22	-1.1365e-06	0.0014427	-0.000163586	0.00145195
9	1 	22	-7.35244e-06	0.00125518	-0.000148395	0.00126395
10	1 	22	-8.31448e-06	0.00105989	-0.000138179	0.00106889
11	1 	22	-1.18452e-05	0.000874768	-0.000116766	0.000882607
12	1 	22	-1.98216e-05	0.000706811	-8.61186e-05	0.000712314
13	1 	22	-2.32606e-05	0.000539389	-7.43368e-05	0.000544984
14	1 	22	-2.12027e-05	0.000378	-6.236e-05	0.000383696
15	1 	22	-1.97574e-05	0.000233804	-4.02518e-05	0.000238065
16	1 	22	-1.89715e-05	9.75743e-05	-1.85593e-05	0.000101119
17	1 	22	-1.42344e-05	-3.80424e-05	-1.19298e-05	4.2334e-05
18	1 	22	-5.95772e-06	-0.000164571	-1.73211e-05	0.000165587
19	1 	22	3.10162e-06	-0.000273239	-2.29902e-05	0.000274223
20	1 	22	1.36502e-05	-0.000362738	-3.61985e-05	0.000364796
21	1 	22	2.5277e-05	-0.000434397	-4.85957e-05	0.000437837
22	1 	22	3.65673e-05	-0.000491652	-6.44513e-05	0.000497205
23	1 	22	4.66192e-05	-0.000540081	-8.80144e-05	0.000549188
24	1 	22	5.60205e-05	-0.000592622	-0.00010204	0.000603947
25	1 	22	6.7885e-05	-0.000659562	-0.000145383	0.000678798
26	1 	22	8.12932e-05	-0.000736903	-0.000190494	0.000765456
27	1 	22	9.15236e-05	-0.00082157	-0.000187672	0.000847688
28	1 	22	0.000100022	-0.000924946	-0.00021056	0.000953868
29	1 	22	0.000113923	-0.0010511	-0.000245727	0.00108544
30	1 	22	0.000130014	-0.0011881	-0.000260285	0.0012232
31	1 	22	0.000141106	-0.00134524	-0.000271402	0.00137958
32	1 	22	0.000152744	-0.00153816	-0.000270598	0.00156923
33	1 	22	0.000140762	-0.00174729	-0.000266542	0.0017731
34	1 	22	6.4627e-05	-0.00187002	-0.000240057	0.00188647
35	1 	22	5.42773e-05	-0.0017097	-0.000225661	0.00172539
36	1 	22	0.000246237	-0.001337	-0.000220602	0.00137727
37	1 	22	0.000390975	-0.00114114	-0.000212325	0.0012248
38	1 	22	0.000337362	-0.00120715	-0.000172368	0.0012652
39	1 	22	0	-0.000956278	-0.00034534	0.00101672
0	2 	22	0	0	0	0
1	2 	22	0.00114411	0.000252587	0.000249318	0.00119789
2	2 	22	0.000534598	0.00144577	0.000384771	0.00158874
3	2 	22	0.000377401	0.00155514	0.000589377	0.00170536
4	2 	22	0.000251903	0.00155388	0.000970246	0.00184915
5	2 	22	0.00013855	0.00282249	0.00134993	0.00313177
6	2 	22	8.55614e-05	0.00381763	0.00154453	0.00411912
7	2 	22	7.81674e-05	0.00430336	0.00155236	0.00457546
8	2 	22	8.4142e-05	0.00465569	0.00150753	0.0048944
9	2 	22	8.84446e-05	0.00501652	0.00142694	0.00521626
10	2 	22	9.76804e-05	0.00536517	0.00129616	0.00552038
11	2 	22	0.000102924	0.00573439	0.00115791	0.00585103
12	2 	22	0.000104533	0.00610988	0.00099933	0.00619194
13	2 	22	0.000111225	0.00645595	0.000798608	0.00650611
14	2 	22	0.000119817	0.00678722	0.000623719	0.00681687
15	2 	22	0.000124579	0.00709401	0.000455479	0.00710971
16	2 	22	0.000132988	0.00733698	0.000271994	0.00734323
17	2 	22	0.000153145	0.00751659	7.86507e-05	0.00751856
18	2 	22	0.000178814	0.00765791	-8.55877e-05	0.00766047
19	2 	22	0.000203056	0.00776456	-0.000202012	0.00776984
20	2 	22	0.000229181	0.00782959	-0.000299043	0.00783865
21	2 	22	0.000257174	0.00785474	-0.000351568	0.00786681
22	2 	22	0.00028521	0.00784491	-0.000378205	0.0078592
23	2 	22	0.000310046	0.00781309	-0.000378596	0.0078284
24	2 	22	0.000327795	0.00775814	-0.000325503	0.00777188
25	2 	22	0.000344035	0.00766253	-0.00031909	0.00767689
26	2 	22	0.000363821	0.00753414	-0.000303824	0.00754904
27	2 	22	0.000383046	0.00740834	-0.000227328	0.00742172
28	2 	22	0.000399752	0.00729393	-0.000218178	0.00730813
29	2 	22	0.000422698	0.00718332	-0.000187177	0.00719818
30	2 	22	0.000450451	0.00710896	-0.000128685	0.00712438
31	2 	22	0.000471642	0.00707733	-9.09598e-05	0.00709361
32	2 	22	0.000498877	0.00705099	-4.4197e-05	0.00706875
33	2 	22	0.000606937	0.00702847	-2.50518e-05	0.00705467
34	2 	22	0.000840109	0.00650845	3.57476e-05	0.00656255
35	2 	22	0.000999613	0.00457804	8.64056e-05	0.0046867
36	2 	22	0.000917574	0.00173204	0.000129946	0.00196438
37	2 	22	0.000709006	0.000205017	3.06958e-05	0.00073869
38	2 	22	0.000986528	-0.000635015	0.000183047	0.00118743
39	2 	22	0	-0.000497202	-0.000445677	0.000667711
0	3 	22	0	0	0	0
1	3 	22	0.0022686	0.000276886	0.000290208	0.00230378
2	3 	22	0.00061545	0.00120464	0.000459035	0.00142851
3	3 	22	0.000228936	0.00109152	0.000160818	0.0011268
4	3 	22	0.00118647	-0.0040394	-0.000431409	0.00423209
5	3 	22	0.000661291	-0.00723752	-0.00138145	0.0073978
6	3 	22	4.10544e-05	-0.0104027	-0.00207862	0.0106084
7	3 	22	-0.000184283	-0.0116041	-0.00233666	0.0118384
8	3 	22	-0.000244775	-0.0119569	-0.00232053	0.0121824
9	3 	22	-0.000286276	-0.0122196	-0.00223672	0.0124259
10	3 	22	-0.000308916	-0.0124308	-0.00207703	0.0126069
11	3 	22	-0.000327349	-0.012539	-0.00179996	0.0126718
12	3 	22	-0.000338031	-0.0125867	-0.00147172	0.012677
13	3 	22	-0.000339068	-0.0126037	-0.00111213	0.0126572
14	3 	22	-0.000337647	-0.01257	-0.000672901	0.0125925
15	3 	22	-0.000328981	-0.01253	-0.000285868	0.0125376
16	3 	22	-0.000299027	-0.0125129	6.04878e-05	0.0125167
17	3 	22	-0.000254192	-0.0124779	0.000394328	0.0124868
18	3 	22	-0.000217179	-0.0124131	0.000727781	0.0124363
19	3 	22	-0.000192009	-0.0123548	0.00101965	0.0123983
20	3 	22	-0.000164746	-0.0123184	0.0011979	0.0123776
21	3 	22	-0.000132576	-0.0122948	0.00132504	0.0123667
22	3 	22	-8.90167e-05	-0.0122907	0.00135761	0.0123657
23	3 	22	-3.26986e-05	-0.0122874	0.00133011	0.0123592
24	3 	22	1.77666e-05	-0.0122576	0.00133419	0.01233
25	3 	22	5.5866e-05	-0.0122223	0.00126442	0.0122877
26	3 	22	9.32818e-05	-0.0122207	0.00118537	0.0122784
27	3 	22	0.000134511	-0.0122348	0.00108361	0.0122834
28	3 	22	0.000171323	-0.0122398	0.000912492	0.012275
29	3 	22	0.000209745	-0.0122632	0.000888169	0.0122971
30	3 	22	0.000254826	-0.0122833	0.000859142	0.012316
31	3 	22	0.000284317	-0.0122704	0.000814905	0.0123008
32	3 	22	0.000281245	-0.0122923	0.00084172	0.0123243
33	3 	22	-0.00014736	-0.0122765	0.000821663	0.0123048
34	3 	22	-0.00129082	-0.0107399	0.00089252	0.010854
35	3 	22	-0.00196688	-0.0062722	0.000980827	0.00664613
36	3 	22	-0.000690093	-0.00279661	0.000890976	0.00301515
37	3 	22	-0.000106365	-0.000271176	-1.90291e-06	0.000291296
38	3 	22	0.00156288	-0.000265842	0.000704662	0.00173489
39	3 	22	0	-0.000131304	-0.00071323	0.000725216
0	4 	22	0	0	0	0
1	4 	22	0.00314355	0.000260365	0.00027254	0.00316607
2	4 	22	0.000599566	0.000655082	0.000655298	0.00110364
3	4 	22	-0.00473734	0.0016833	0.000554937	0.00505805
4	4 	22	-0.00177112	-0.00254293	0.00145303	0.00342267
5	4 	22	-0.00216952	0.00648377	0.00228927	0.00721019
6	4 	22	-0.000739268	0.0124624	0.00290261	0.0128173
7	4 	22	-9.48153e-05	0.0147371	0.00338863	0.015122
8	4 	22	4.88216e-06	0.0153527	0.00380794	0.0158179
9	4 	22	0.000103716	0.0157744	0.00416342	0.016315
10	4 	22	0.000201724	0.0161021	0.00451783	0.0167251
11	4 	22	0.000274207	0.0163825	0.00483789	0.0170841
12	4 	22	0.000332243	0.0165548	0.00499423	0.0172949
13	4 	22	0.000370267	0.0166412	0.00499477	0.0173785
14	4 	22	0.000387592	0.0166835	0.00486619	0.017383
15	4 	22	0.000396821	0.0166568	0.00445429	0.0172466
16	4 	22	0.000395905	0.0166185	0.00392865	0.0170811
17	4 	22	0.000359722	0.0166471	0.00329287	0.0169734
18	4 	22	0.000277495	0.0167187	0.00253148	0.0169115
19	4 	22	0.000172851	0.0168022	0.00168243	0.0168871
20	4 	22	6.78675e-05	0.0169298	0.000777757	0.0169478
21	4 	22	-4.72964e-05	0.0171251	2.03092e-05	0.0171252
22	4 	22	-0.000156876	0.0173246	-0.000633852	0.0173369
23	4 	22	-0.000229562	0.0174728	-0.0011351	0.0175111
24	4 	22	-0.000274427	0.0175761	-0.00136101	0.0176308
25	4 	22	-0.000314809	0.0176283	-0.00137937	0.017685
26	4 	22	-0.00034782	0.0175468	-0.00111506	0.0175856
27	4 	22	-0.000356705	0.0172839	-0.000765161	0.0173045
28	4 	22	-0.000347967	0.0168696	-0.0003895	0.0168777
29	4 	22	-0.000320473	0.0162781	0.000145274	0.0162819
30	4 	22	-0.000250363	0.0155152	0.000476929	0.0155245
31	4 	22	-0.000164195	0.0146798	0.000824746	0.0147038
32	4 	22	-2.43806e-05	0.0137656	0.00133864	0.0138306
33	4 	22	0.00117807	0.0126605	0.00181	0.0128434
34	4 	22	0.00323583	0.00974341	0.00228602	0.0105181
35	4 	22	0.00188535	0.00446473	0.00220656	0.00532515
36	4 	22	0.00175019	-0.000745083	0.00185063	0.0026539
37	4 	22	-0.000304494	-0.00010439	-0.000858866	0.000917205
38	4 	22	0.00224198	0.000101848	0.00126258	0.00257507
39	4 	22	0	-5.87448e-05	-0.000974331	0.000976101
0	5 	22	0	0	0	0
1	5 	22	0.00349084	0.00014234	0.000226648	0.00350109
2	5 	22	0.00175349	0.000168074	0.000739248	0.00191036
3	5 	22	-0.00883943	0.00101526	0.000493929	0.00891125
4	5 	22	0.00734554	-0.00287162	0.00184308	0.00809939
5	5 	22	0.00387086	0.0024635	0.00343517	0.00573174
6	5 	22	0.00156875	0.00154719	0.00444688	0.00496281
7	5 	22	0.000502803	0.0016018	0.00520151	0.00546574
8	5 	22	0.000431371	0.00260441	0.0056052	0.00619575
9	5 	22	0.000417132	0.00371152	0.00597519	0.00704644
10	5 	22	0.000370826	0.00497077	0.00638014	0.00809643
11	5 	22	0.000300954	0.00637638	0.00669394	0.00924973
12	5 	22	0.000248113	0.0078472	0.00683775	0.0104113
13	5 	22	0.000204815	0.00940955	0.00691818	0.0116809
14	5 	22	0.000186058	0.0110025	0.00699324	0.0130383
15	5 	22	0.000201504	0.0125039	0.00696871	0.0143161
16	5 	22	0.000231596	0.0138904	0.00713733	0.0156186
17	5 	22	0.000261704	0.0150736	0.0073808	0.0167856
18	5 	22	0.000300826	0.0158984	0.00771386	0.0176736
19	5 	22	0.000359599	0.0163202	0.0082707	0.0182998
20	5 	22	0.000432516	0.0163384	0.00898006	0.0186486
21	5 	22	0.000481382	0.0159701	0.00992778	0.0188105
22	5 	22	0.000497086	0.0152201	0.0108904	0.0187216
23	5 	22	0.000504326	0.0141228	0.011728	0.0183645
24	5 	22	0.000509821	0.0127597	0.0122911	0.017724
25	5 	22	0.000491853	0.0112888	0.0123347	0.0167279
26	5 	22	0.000437532	0.00979284	0.0119484	0.015455
27	5 	22	0.000369905	0.00829748	0.0109036	0.0137067
28	5 	22	0.000293738	0.00691463	0.00936027	0.011641
29	5 	22	0.000199217	0.00568463	0.00774755	0.00961141
30	5 	22	0.000138633	0.00455566	0.00609814	0.00761318
31	5 	22	0.000123245	0.00359124	0.00512679	0.00626068
